"","gene_name","mse_ratio"
"619","ENSG00000172661",3.3881740094569
"620","ENSG00000266967",3.38650193569241
"621","ENSG00000163785",3.38537427797561
"622","ENSG00000156587",3.38529296704972
"623","ENSG00000168010",3.38097881204128
"624","ENSG00000133943",3.37568081536946
"625","ENSG00000168890",3.37334614762664
"626","ENSG00000166289",3.3715229475552
"627","ENSG00000182841",3.36696997154977
"628","ENSG00000100364",3.36550323966065
"629","ENSG00000090861",3.36390632395174
"630","ENSG00000185386",3.36115013404624
"631","ENSG00000147955",3.35362326992574
"632","ENSG00000011638",3.34891688457872
"633","ENSG00000108474",3.34634751172882
"634","ENSG00000181789",3.34125733848451
"635","ENSG00000074319",3.34047920137493
"636","ENSG00000142046",3.34034407445306
"637","ENSG00000110911",3.33794050219147
"638","ENSG00000185585",3.33464589734188
"639","ENSG00000100439",3.33353913211774
"640","ENSG00000160961",3.33154482657548
"641","ENSG00000125170",3.31941869892752
"642","ENSG00000198399",3.318598178969
"643","ENSG00000182872",3.31353994347947
"644","ENSG00000164088",3.3130033776253
"645","ENSG00000176454",3.30650452770959
"646","ENSG00000133574",3.30640024296444
"647","ENSG00000124275",3.3031429788448
"648","ENSG00000073849",3.29809873609703
"649","ENSG00000197122",3.29737537321423
"650","ENSG00000183386",3.29157673215564
"651","ENSG00000123933",3.27551729559147
"652","ENSG00000168216",3.27375942536726
"653","ENSG00000197006",3.2691889359976
"654","ENSG00000140463",3.26366018507041
"655","ENSG00000134874",3.24895991892622
"656","ENSG00000089248",3.24709847427793
"657","ENSG00000184465",3.24446280216935
"658","ENSG00000131018",3.240914054796
"659","ENSG00000186166",3.2397039013011
"660","ENSG00000104133",3.23591590985818
"661","ENSG00000116791",3.23210593477242
"662","ENSG00000224597",3.231407375814
"663","ENSG00000023041",3.22985376113497
"664","ENSG00000101160",3.22691639174391
"665","ENSG00000099797",3.2261284656966
"666","ENSG00000185189",3.22197226567329
"667","ENSG00000153066",3.21985206304536
"668","ENSG00000163050",3.21663740085965
"669","ENSG00000235954",3.20300843036988
"670","ENSG00000075239",3.19657910066292
"671","ENSG00000185222",3.19533372732608
"672","ENSG00000119139",3.19478361451914
"673","ENSG00000165494",3.19261428082193
"674","ENSG00000150347",3.18945380153527
"675","ENSG00000204574",3.18280528715684
"676","ENSG00000187720",3.1768768197682
"677","ENSG00000050165",3.17381656275038
"678","ENSG00000127528",3.17338153990173
"679","ENSG00000134644",3.16829892241041
"680","ENSG00000102572",3.16692678918251
"681","ENSG00000164904",3.15481730097562
"682","ENSG00000204580",3.15436998738998
"683","ENSG00000106351",3.15383070760202
"684","ENSG00000162735",3.15320161354002
"685","ENSG00000144589",3.15094516836263
"686","ENSG00000176946",3.15043683874729
"687","ENSG00000179950",3.14803839119899
"688","ENSG00000079785",3.14631821931792
"689","ENSG00000103653",3.13036487992736
"690","ENSG00000175467",3.12989310360642
"691","ENSG00000187091",3.12811041379499
"692","ENSG00000156504",3.12729183970528
"693","ENSG00000145860",3.12430589412705
"694","ENSG00000175029",3.11894876263911
"695","ENSG00000136819",3.11862416965153
"696","ENSG00000115183",3.11467338999151
